area,class,grid_name,year
0.178741328125,12,SA-23-X-C,2016
35.02532938281248,15,SA-23-X-C,2016
4.7357163671875,18,SA-23-X-C,2016
32.17148098437493,25,SA-23-X-C,2016
260.13122868749895,33,SA-23-X-C,2016
7203.058803030834,3,SA-23-Z-A,2016
665.4317367656301,4,SA-23-Z-A,2016
770.9150727968713,12,SA-23-Z-A,2016
1337.2591547265642,15,SA-23-Z-A,2016
19.558468406249993,18,SA-23-Z-A,2016
410.0230722656249,25,SA-23-Z-A,2016
2793.022232812591,33,SA-23-Z-A,2016
8846.468317820936,3,SA-23-Y-B,2016
9.826103421874999,4,SA-23-Y-B,2016
381.6624593203118,12,SA-23-Y-B,2016
8888.205130874367,15,SA-23-Y-B,2016
27.159837234375058,18,SA-23-Y-B,2016
41.53316273437502,25,SA-23-Y-B,2016
238.66991303124868,33,SA-23-Y-B,2016
9312.208301694793,3,SA-23-V-D,2016
49.5962198984375,4,SA-23-V-D,2016
103.40537517187491,12,SA-23-V-D,2016
4002.4846595310373,15,SA-23-V-D,2016
71.57207175781247,18,SA-23-V-D,2016
48.34953505468743,25,SA-23-V-D,2016
706.9211634843688,33,SA-23-V-D,2016
140.69299025781223,3,SA-23-V-B,2016
2.6815946640625006,12,SA-23-V-B,2016
15.64260062499997,15,SA-23-V-B,2016
3.486087976562499,25,SA-23-V-B,2016
28.692846570312557,33,SA-23-V-B,2016
965.2169173671836,3,NB-22-Y-D,2016
12.4833140703125,4,NB-22-Y-D,2016
588.0717957187477,12,NB-22-Y-D,2016
110.74578288281242,15,NB-22-Y-D,2016
287.7003198437494,33,NB-22-Y-D,2016
9677.990160056579,3,NA-22-V-B,2016
12.845160031249996,4,NA-22-V-B,2016
2135.8103713983764,12,NA-22-V-B,2016
244.73194040625066,15,NA-22-V-B,2016
0.26778403906250003,18,NA-22-V-B,2016
252.41245766406217,33,NA-22-V-B,2016
0.089277984375,3,NA-22-X-A,2016
0.624944796875,33,NA-22-X-A,2016
1197.4537442968367,3,NA-22-X-C,2016
6.521159554687499,4,NA-22-X-C,2016
1340.2199399296971,12,NA-22-X-C,2016
31.34929075781247,15,NA-22-X-C,2016
2.7691071562499987,18,NA-22-X-C,2016
4.019903460937498,25,NA-22-X-C,2016
350.4648411015608,33,NA-22-X-C,2016
3968.5957293124106,3,NA-22-Z-A,2016
26.720452882812502,4,NA-22-Z-A,2016
7423.1982675153395,12,NA-22-Z-A,2016
18.945694117187504,15,NA-22-Z-A,2016
29.761268007812475,18,NA-22-Z-A,2016
2.144815515625001,25,NA-22-Z-A,2016
982.8139516406214,33,NA-22-Z-A,2016
3615.938814648406,3,SA-23-V-A,2016
0.089390671875,4,SA-23-V-A,2016
199.96128295312468,12,SA-23-V-A,2016
1104.6465904765823,15,SA-23-V-A,2016
9.9218385234375,18,SA-23-V-A,2016
68.38365567187492,25,SA-23-V-A,2016
561.2787223046897,33,SA-23-V-A,2016
19.846240445312493,3,NA-22-Z-D,2016
0.8045773593750001,4,NA-22-Z-D,2016
81.61990389843763,12,NA-22-Z-D,2016
136.68834927343755,33,NA-22-Z-D,2016
1413.4292808281643,3,SA-22-X-B,2016
66.32863010156234,4,SA-22-X-B,2016
8757.166865640756,12,SA-22-X-B,2016
481.44011288281166,15,SA-22-X-B,2016
0.6256946953125,18,SA-22-X-B,2016
26.90612527343751,25,SA-22-X-B,2016
2604.9501247656867,33,SA-22-X-B,2016
5186.784091632898,3,NA-22-Z-C,2016
85.28178848437504,4,NA-22-Z-C,2016
4168.9145914534065,12,NA-22-Z-C,2016
255.30479720312434,15,NA-22-Z-C,2016
99.49588357031197,18,NA-22-Z-C,2016
1.0726962968750002,25,NA-22-Z-C,2016
4199.610427992205,33,NA-22-Z-C,2016
12885.410734952044,3,SA-22-X-A,2016
94.13362664062501,4,SA-22-X-A,2016
2082.119563820296,12,SA-22-X-A,2016
81.34471267187514,15,SA-22-X-A,2016
0.53638146875,18,SA-22-X-A,2016
2.0560466328124996,25,SA-22-X-A,2016
3258.647102187264,33,SA-22-X-A,2016
14373.043915337688,3,NA-22-Y-D,2016
18.772541757812533,4,NA-22-Y-D,2016
2505.8094902266103,12,NA-22-Y-D,2016
461.71476349219233,15,NA-22-Y-D,2016
64.63335338281249,18,NA-22-Y-D,2016
111.92246764062583,25,NA-22-Y-D,2016
191.29734809375003,33,NA-22-Y-D,2016
14473.963413324727,3,SA-22-V-B,2016
27.980706554687515,4,SA-22-V-B,2016
1325.3650232109167,12,SA-22-V-B,2016
471.3698529531307,15,SA-22-V-B,2016
9.83338446875,18,SA-22-V-B,2016
42.5526539374998,25,SA-22-V-B,2016
1911.7679601484208,33,SA-22-V-B,2016
17631.481537800602,3,SA-22-V-A,2016
43.98061566406248,12,SA-22-V-A,2016
170.81951687499986,15,SA-22-V-A,2016
2.2347116718749995,18,SA-22-V-A,2016
8.849423460937501,25,SA-22-V-A,2016
123.81008631249979,33,SA-22-V-A,2016
18395.48793722078,3,NA-22-Y-C,2016
0.0893958125,4,NA-22-Y-C,2016
3.8439823125,12,NA-22-Y-C,2016
1.3409052031249997,15,NA-22-Y-C,2016
0.625705953125,18,NA-22-Y-C,2016
71.42599964843741,33,NA-22-Y-C,2016
17776.344018313437,3,NA-22-Y-B,2016
0.1787550390625,4,NA-22-Y-B,2016
625.4810398671773,12,NA-22-Y-B,2016
35.4830065703125,15,NA-22-Y-B,2016
2.2345252578125,18,NA-22-Y-B,2016
0.983223796875,25,NA-22-Y-B,2016
25.47294178906249,33,NA-22-Y-B,2016
18431.857552305966,3,NA-22-Y-A,2016
7.775690164062498,12,NA-22-Y-A,2016
0.6256005390625,15,NA-22-Y-A,2016
0.1787419921875,18,NA-22-Y-A,2016
26.901823132812495,33,NA-22-Y-A,2016
17940.62151980611,3,NA-22-V-D,2016
215.84639497656184,12,NA-22-V-D,2016
43.04452887499995,15,NA-22-V-D,2016
1.0717050703125,18,NA-22-V-D,2016
5.984885171874998,25,NA-22-V-D,2016
20.806086703124993,33,NA-22-V-D,2016
5559.233455148277,3,NA-22-V-C,2016
0.357280625,12,NA-22-V-C,2016
0.0893424296875,15,NA-22-V-C,2016
11.878868914062496,33,NA-22-V-C,2016
18333.827911659526,3,NA-21-Z-B,2016
1.6979206875,4,NA-21-Z-B,2016
71.8480531953123,12,NA-21-Z-B,2016
3.6639946796875003,15,NA-21-Z-B,2016
22.342210070312518,33,NA-21-Z-B,2016
6778.606796578086,3,NA-21-X-D,2016
21.795780804687475,12,NA-21-X-D,2016
0.4466834609375,15,NA-21-X-D,2016
0.0893411171875,33,NA-21-X-D,2016
18374.66101464836,3,NA-21-Z-D,2016
1.7878374765625002,4,NA-21-Z-D,2016
27.443666898437495,12,NA-21-Z-D,2016
2.324190453125,15,NA-21-Z-D,2016
33.34298757812506,33,NA-21-Z-D,2016
18311.289555723648,3,SA-21-X-B,2016
1.6090315234375,4,SA-21-X-B,2016
106.54915982031288,12,SA-21-X-B,2016
16.000164945312488,15,SA-21-X-B,2016
2.860384671875001,33,SA-21-X-B,2016
18293.848303857045,3,SA-21-X-A,2016
1.3409584687500002,4,SA-21-X-A,2016
23.242914507812507,12,SA-21-X-A,2016
4.0227386796875,15,SA-21-X-A,2016
0.0893878046875,18,SA-21-X-A,2016
149.9120390546871,33,SA-21-X-A,2016
17821.417165652027,3,NA-21-Z-C,2016
28.60567182031249,4,NA-21-Z-C,2016
501.75115957812073,12,NA-21-Z-C,2016
3.3075309531250006,15,NA-21-Z-C,2016
116.03395717187453,33,NA-21-Z-C,2016
13189.195713203568,3,NA-21-Z-A,2016
15.638138921874999,4,NA-21-Z-A,2016
3935.332337070229,12,NA-21-Z-A,2016
6.612907976562498,15,NA-21-Z-A,2016
16.086995632812506,33,NA-21-Z-A,2016
2025.6877879687931,3,NA-21-X-C,2016
1.6080501015625,4,NA-21-X-C,2016
882.9225060234488,12,NA-21-X-C,2016
6.5212403671875006,15,NA-21-X-C,2016
0.35734684375,33,NA-21-X-C,2016
13256.005974329515,3,NA-21-Y-B,2016
0.3574682421875,12,NA-21-Y-B,2016
3.843069671875,15,NA-21-Y-B,2016
18.590723148437494,33,NA-21-Y-B,2016
19.834327499999983,3,NA-21-V-D,2016
18407.28808496521,3,NA-21-Y-D,2016
3.5758224843749993,12,NA-21-Y-D,2016
2.413539828125,15,NA-21-Y-D,2016
26.37164238281251,33,NA-21-Y-D,2016
18311.641493574654,3,SA-21-V-B,2016
0.6257380937499999,4,SA-21-V-B,2016
22.705339890624984,12,SA-21-V-B,2016
9.475376359375003,15,SA-21-V-B,2016
95.20114173437516,33,SA-21-V-B,2016
18323.71114543441,3,SA-21-V-A,2016
10.995028468749995,12,SA-21-V-A,2016
5.005844679687497,15,SA-21-V-A,2016
1.4302259375000002,18,SA-21-V-A,2016
11.44211078906249,25,SA-21-V-A,2016
120.22957085156231,33,SA-21-V-A,2016
17505.540553104045,3,NA-21-Y-C,2016
6.257168367187502,4,NA-21-Y-C,2016
7.4191710703125,12,NA-21-Y-C,2016
873.147986140595,15,NA-21-Y-C,2016
6.2570889062500035,25,NA-21-Y-C,2016
74.01317963281282,33,NA-21-Y-C,2016
9459.325892686302,3,NA-21-Y-A,2016
0.7147998984375,4,NA-21-Y-A,2016
111.86687099218696,12,NA-21-Y-A,2016
197.71083635156236,15,NA-21-Y-A,2016
4.916037421874999,33,NA-21-Y-A,2016
17772.84681117591,3,SA-20-X-B,2016
0.0893972109375,4,SA-20-X-B,2016
394.061337609377,12,SA-20-X-B,2016
44.78767543750002,15,SA-20-X-B,2016
50.50534834375005,25,SA-20-X-B,2016
145.35504832031285,33,SA-20-X-B,2016
14818.215532555565,3,NA-20-Z-D,2016
2.770951234375,4,NA-20-Z-D,2016
1883.0411218359236,12,NA-20-Z-D,2016
1278.7293113359804,15,NA-20-Z-D,2016
7.2403694375,25,NA-20-Z-D,2016
403.7915951796907,33,NA-20-Z-D,2016
13879.981773475427,3,NA-20-Z-B,2016
5.362028335937501,4,NA-20-Z-B,2016
3070.813905351436,12,NA-20-Z-B,2016
1218.8567285000113,15,NA-20-Z-B,2016
9.115228992187504,25,NA-20-Z-B,2016
245.31860794531204,33,NA-20-Z-B,2016
10125.876437766381,3,NA-20-X-D,2016
3.661962734375,4,NA-20-X-D,2016
4724.956858929458,12,NA-20-X-D,2016
3075.8212318514875,15,NA-20-X-D,2016
85.98746898437491,18,NA-20-X-D,2016
117.60069653125038,25,NA-20-X-D,2016
257.56037340624994,33,NA-20-X-D,2016
506.08717031249813,3,NA-21-V-C,2016
3.125785593749999,4,NA-21-V-C,2016
907.4684280077892,12,NA-21-V-C,2016
47.958142281249906,15,NA-21-V-C,2016
0.089327078125,18,NA-21-V-C,2016
11.340745679687503,33,NA-21-V-C,2016
28.81113512500005,3,NA-21-V-A,2016
11.420743218749998,4,NA-21-V-A,2016
2607.420573648354,12,NA-21-V-A,2016
36.409353718750026,15,NA-21-V-A,2016
9.190221632812504,18,NA-21-V-A,2016
6.156795296874998,25,NA-21-V-A,2016
38.45939723437502,33,NA-21-V-A,2016
1585.8208034218958,3,NA-20-X-B,2016
6.600653765625,4,NA-20-X-B,2016
16060.989476073148,12,NA-20-X-B,2016
332.0115726640657,15,NA-20-X-B,2016
128.6275015937501,18,NA-20-X-B,2016
283.71268624219186,33,NA-20-X-B,2016
2546.014195187524,3,NB-20-Z-D,2016
28.9754819765625,4,NB-20-Z-D,2016
10945.253751703573,12,NB-20-Z-D,2016
124.45629993749999,15,NB-20-Z-D,2016
1.8717395,18,NB-20-Z-D,2016
3.1195052656250004,25,NB-20-Z-D,2016
22.463440015624986,33,NB-20-Z-D,2016
220.68643900780924,3,NB-21-Y-C,2016
6.152314046875,4,NB-21-Y-C,2016
1542.2005438437923,12,NB-21-Y-C,2016
19.973980109375013,15,NB-21-Y-C,2016
0.4457683359375,18,NB-21-Y-C,2016
16.672367757812502,33,NB-21-Y-C,2016
1599.2665746797443,3,NB-20-Z-B,2016
0.44526733593749995,4,NB-20-Z-B,2016
88.6127864531251,12,NB-20-Z-B,2016
3.9183686640625,15,NB-20-Z-B,2016
1.602715953125,33,NB-20-Z-B,2016
25.11496946093752,3,NB-21-Y-A,2016
0.17812296875,33,NB-21-Y-A,2016
2421.1023316169512,3,NB-20-Z-C,2016
0.802567890625,12,NB-20-Z-C,2016
1.5159101718750003,15,NB-20-Z-C,2016
0.8026386249999999,33,NB-20-Z-C,2016
642.0860466015841,3,NB-20-Y-D,2016
2.0512248750000004,15,NB-20-Y-D,2016
593.2643178671843,3,NB-20-Y-C,2016
1.0702042812500001,15,NB-20-Y-C,2016
173.38811249218844,3,NA-20-V-A,2016
0.178387828125,15,NA-20-V-A,2016
369.50575373437186,3,NA-19-X-D,2016
2.9482744296875,12,NA-19-X-D,2016
3.216332367187501,33,NA-19-X-D,2016
9529.421657125265,3,NA-20-V-D,2016
0.17862819531250002,4,NA-20-V-D,2016
36.16517777343747,12,NA-20-V-D,2016
3.6613730156249997,15,NA-20-V-D,2016
2.6787734296875,33,NA-20-V-D,2016
14039.853525695231,3,NA-20-V-B,2016
4.462213679687501,12,NA-20-V-B,2016
7.2264870234375,15,NA-20-V-B,2016
0.17844482031249997,25,NA-20-V-B,2016
47.915396335937466,33,NA-20-V-B,2016
16461.57543247507,3,NA-20-X-A,2016
7.672587281250005,4,NA-20-X-A,2016
504.62608203906393,12,NA-20-X-A,2016
387.7515997812547,15,NA-20-X-A,2016
115.58021071875004,33,NA-20-X-A,2016
17550.80287392194,3,NA-20-X-C,2016
7.322122882812498,12,NA-20-X-C,2016
860.7617260390832,15,NA-20-X-C,2016
0.089310203125,18,NA-20-X-C,2016
37.41569238281249,33,NA-20-X-C,2016
15646.50555550588,3,NA-20-Y-B,2016
0.17875470312500003,4,NA-20-Y-B,2016
75.34583157812497,12,NA-20-Y-B,2016
14.835885953125,15,NA-20-Y-B,2016
33.248173343749954,33,NA-20-Y-B,2016
16895.737585345072,3,NA-20-Z-A,2016
1.5193654374999999,4,NA-20-Z-A,2016
1473.11462420306,12,NA-20-Z-A,2016
24.573235781250037,15,NA-20-Z-A,2016
70.87529414062507,33,NA-20-Z-A,2016
12741.64490319469,3,NA-20-Z-C,2016
0.7151541015625,4,NA-20-Z-C,2016
4744.69365071879,12,NA-20-Z-C,2016
1.698440796875,15,NA-20-Z-C,2016
907.7183480937454,33,NA-20-Z-C,2016
16256.518712902864,3,SA-20-X-A,2016
0.089392390625,4,SA-20-X-A,2016
1073.1691579999538,12,SA-20-X-A,2016
11.084175234375,15,SA-20-X-A,2016
1.9664696328125002,25,SA-20-X-A,2016
980.524461851565,33,SA-20-X-A,2016
15463.995432718275,3,SA-20-V-B,2016
0.268187953125,4,SA-20-V-B,2016
1483.2159075311852,12,SA-20-V-B,2016
1.9666690937500002,15,SA-20-V-B,2016
1460.4336095078095,33,SA-20-V-B,2016
15572.141304389612,3,NA-20-Y-D,2016
1.072723734375,4,NA-20-Y-D,2016
2726.8887071405175,12,NA-20-Y-D,2016
2.5922301171875,15,NA-20-Y-D,2016
155.81547903124957,33,NA-20-Y-D,2016
17226.21753690271,3,SA-20-V-A,2016
0.6257372109375001,4,SA-20-V-A,2016
324.4021214140649,12,SA-20-V-A,2016
23.689716718750024,15,SA-20-V-A,2016
2.2348807109375,25,SA-20-V-A,2016
794.7186523203077,33,SA-20-V-A,2016
17308.988159627144,3,NA-20-Y-C,2016
57.03302253906249,12,NA-20-Y-C,2016
4.469686007812499,15,NA-20-Y-C,2016
15.9120475390625,33,NA-20-Y-C,2016
2023.8346073908324,3,NA-20-Y-A,2016
6.167107414062496,12,NA-20-Y-A,2016
1.2513234765625,15,NA-20-Y-A,2016
0.6256410156250001,33,NA-20-Y-A,2016
5383.683853805599,3,NA-19-Z-B,2016
8.49003896875,12,NA-19-Z-B,2016
59.61288070312501,33,NA-19-Z-B,2016
16740.292351732816,3,NA-19-Z-D,2016
0.178791078125,4,NA-19-Z-D,2016
137.2176583437498,12,NA-19-Z-D,2016
289.09445859375,33,NA-19-Z-D,2016
17931.8836701778,3,SA-19-X-B,2016
0.089390875,4,SA-19-X-B,2016
81.07921566406242,12,SA-19-X-B,2016
5.9896192109375015,25,SA-19-X-B,2016
453.5038584687492,33,SA-19-X-B,2016
18323.438122191637,3,SA-19-X-A,2016
0.2681888984375,4,SA-19-X-A,2016
27.176009421875,12,SA-19-X-A,2016
88.76676915625076,33,SA-19-X-A,2016
17950.303788971778,3,NA-19-Z-C,2016
4.559059890624999,4,NA-19-Z-C,2016
197.9150046562484,12,NA-19-Z-C,2016
286.8712361406267,33,NA-19-Z-C,2016
15288.205471876665,3,NA-19-Z-A,2016
30.653086960937483,12,NA-19-Z-A,2016
97.76994134375016,33,NA-19-Z-A,2016
9223.50007250658,3,SA-19-V-B,2016
6.6152512421875,12,SA-19-V-B,2016
13.765898734375002,33,SA-19-V-B,2016
8802.201219460761,3,NA-19-Y-D,2016
13.498468570312497,12,NA-19-Y-D,2016
106.6453416640624,33,NA-19-Y-D,2016
7020.735163415259,3,NA-19-Y-B,2016
11.7962149140625,12,NA-19-Y-B,2016
51.83574527343759,33,NA-19-Y-B,2016
231.21482853906303,3,NA-19-X-C,2016
0.357376796875,12,NA-19-X-C,2016
0.1786878984375,33,NA-19-X-C,2016
198.58069596093554,3,SC-19-Y-D,2016
0.263390046875,15,SC-19-Y-D,2016
1.1412868281250002,33,SC-19-Y-D,2016
1404.2018645234414,3,SC-19-Y-A,2016
0.61585853125,12,SC-19-Y-A,2016
0.0878820859375,15,SC-19-Y-A,2016
1.4066473828125,33,SC-19-Y-A,2016
16416.968258078512,3,SC-19-Y-B,2016
21.549778414062494,12,SC-19-Y-B,2016
1054.1838553203195,15,SC-19-Y-B,2016
1.6684845312499994,25,SC-19-Y-B,2016
43.334966281250004,33,SC-19-Y-B,2016
18014.683348797713,3,SC-19-V-D,2016
17.643850742187503,12,SC-19-V-D,2016
128.56321757031256,15,SC-19-V-D,2016
65.14206185937492,33,SC-19-V-D,2016
9945.74368825331,3,SC-19-Z-A,2016
6.950113218750001,12,SC-19-Z-A,2016
5148.030723056242,15,SC-19-Z-A,2016
41.81632149999979,25,SC-19-Z-A,2016
31.572342687499997,33,SC-19-Z-A,2016
12463.727988539616,3,SC-19-X-C,2016
29.201435984375003,12,SC-19-X-C,2016
5537.8024623439005,15,SC-19-X-C,2016
82.12016441406264,25,SC-19-X-C,2016
81.16314059375,33,SC-19-X-C,2016
154.5884630624995,3,SC-19-Z-C,2016
0.2633822109375,12,SC-19-Z-C,2016
294.8567067656209,15,SC-19-Z-C,2016
8.779177429687499,25,SC-19-Z-C,2016
6.9357886015624945,33,SC-19-Z-C,2016
521.8761724531375,3,SC-19-Z-B,2016
0.968367953125,12,SC-19-Z-B,2016
1865.7834770703607,15,SC-19-Z-B,2016
8.978774648437492,25,SC-19-Z-B,2016
10.651318593749998,33,SC-19-Z-B,2016
11368.52106822015,3,SC-19-X-D,2016
0.0882621484375,4,SC-19-X-D,2016
6.352300140624999,12,SC-19-X-D,2016
5548.089223453419,15,SC-19-X-D,2016
6.2575833984374984,25,SC-19-X-D,2016
40.035378945312516,33,SC-19-X-D,2016
16180.797872648523,3,SC-19-X-B,2016
0.4420487421875,4,SC-19-X-B,2016
77.0200867343747,12,SC-19-X-B,2016
1915.2870345782183,15,SC-19-X-B,2016
5.302930820312501,25,SC-19-X-B,2016
97.0218551796874,33,SC-19-X-B,2016
17796.243560367482,3,SC-19-X-A,2016
16.258539390624996,12,SC-19-X-A,2016
356.2374671874989,15,SC-19-X-A,2016
74.32100174218786,33,SC-19-X-A,2016
17370.247627836623,3,SC-19-V-B,2016
12.1167887421875,12,SC-19-V-B,2016
838.0597827656181,15,SC-19-V-B,2016
11.414868578124997,25,SC-19-V-B,2016
44.032760781250005,33,SC-19-V-B,2016
18268.903991252446,3,SB-19-Z-C,2016
3.8126640859375005,12,SB-19-Z-C,2016
3.989428578125,15,SB-19-Z-C,2016
59.3249040859377,33,SB-19-Z-C,2016
18070.519811648708,3,SB-19-Y-D,2016
18.08251379687499,12,SB-19-Y-D,2016
175.6924165078138,15,SB-19-Y-D,2016
2.305287156250001,25,SB-19-Y-D,2016
102.40943189062489,33,SB-19-Y-D,2016
17975.55445631317,3,SB-19-Z-D,2016
0.797553296875,4,SB-19-Z-D,2016
67.34875935156253,12,SB-19-Z-D,2016
117.32549950781075,15,SB-19-Z-D,2016
2.481091234375,25,SB-19-Z-D,2016
205.50210129687378,33,SB-19-Z-D,2016
18052.89495505252,3,SB-19-Z-A,2016
0.08888765625,4,SB-19-Z-A,2016
42.21246698437501,12,SB-19-Z-A,2016
30.92205285937502,15,SB-19-Z-A,2016
198.8608006093737,33,SB-19-Z-A,2016
18304.032391758446,3,SB-19-Z-B,2016
0.7996078203125,12,SB-19-Z-B,2016
2.2195627265625006,15,SB-19-Z-B,2016
50.886196468749986,33,SB-19-Z-B,2016
18196.932364547833,3,SB-19-X-C,2016
23.57555756249998,12,SB-19-X-C,2016
5.4274991640625,15,SB-19-X-C,2016
131.78766781250033,33,SB-19-X-C,2016
18176.98342763117,3,SB-19-X-D,2016
37.39441487500004,12,SB-19-X-D,2016
12.377231843749978,15,SB-19-X-D,2016
163.9855023125007,33,SB-19-X-D,2016
18209.700649714534,3,SB-19-X-A,2016
1.0697171171875002,12,SB-19-X-A,2016
0.5348629921874999,15,SB-19-X-A,2016
173.71605624218765,33,SB-19-X-A,2016
18097.085519867207,3,SB-19-X-B,2016
0.267360265625,4,SB-19-X-B,2016
48.03439140625001,12,SB-19-X-B,2016
63.608828507812675,15,SB-19-X-B,2016
4.454140523437498,25,SB-19-X-B,2016
204.63763053906274,33,SB-19-X-B,2016
17915.844363814744,3,SB-19-Y-B,2016
0.0888091796875,4,SB-19-Y-B,2016
66.33987709375006,12,SB-19-Y-B,2016
149.8218804218755,15,SB-19-Y-B,2016
6.127922414062502,25,SB-19-Y-B,2016
219.7149058515628,33,SB-19-Y-B,2016
18327.632555316974,3,SB-19-V-D,2016
1.7800273515625,12,SB-19-V-D,2016
1.245619515625,15,SB-19-V-D,2016
60.082374476562485,33,SB-19-V-D,2016
15932.05856248473,3,SB-19-V-B,2016
96.29113951562422,12,SB-19-V-B,2016
81.93385678906229,15,SB-19-V-B,2016
18.990021359374992,25,SB-19-V-B,2016
511.4591561406226,33,SB-19-V-B,2016
18038.08256103363,3,SB-19-Y-C,2016
19.505551070312496,12,SB-19-Y-C,2016
220.44150925781315,15,SB-19-Y-C,2016
2.5734646015625002,25,SB-19-Y-C,2016
88.4063750390625,33,SB-19-Y-C,2016
18159.33385514058,3,SB-19-Y-A,2016
27.522138539062507,12,SB-19-Y-A,2016
76.88157550000041,15,SB-19-Y-A,2016
94.20018960156192,33,SB-19-Y-A,2016
18313.83574781202,3,SB-19-V-C,2016
2.4918807421874996,12,SB-19-V-C,2016
2.6684778828125,15,SB-19-V-C,2016
71.74447021874988,33,SB-19-V-C,2016
11190.215766727777,3,SB-19-V-A,2016
2.139757171875,12,SB-19-V-A,2016
2.7633113671875007,15,SB-19-V-A,2016
167.75170817968763,33,SB-19-V-A,2016
15945.103570989657,3,SB-18-Z-B,2016
2.665551703125,12,SB-18-Z-B,2016
5.238531156250001,15,SB-18-Z-B,2016
11.999192273437497,33,SB-18-Z-B,2016
11590.602917021813,3,SB-18-X-D,2016
6.764464804687501,12,SB-18-X-D,2016
2.1358559140625,15,SB-18-X-D,2016
62.83266944531256,33,SB-18-X-D,2016
1397.2638864531336,3,SB-18-X-B,2016
0.712581625,12,SB-18-X-B,2016
0.44546490625,15,SB-18-X-B,2016
36.0813188671875,33,SB-18-X-B,2016
16572.44135058689,3,SB-18-Z-D,2016
27.3919631328125,12,SB-18-Z-D,2016
1610.9478612421638,15,SB-18-Z-D,2016
41.30071733593755,25,SB-18-Z-D,2016
83.94909570312497,33,SB-18-Z-D,2016
15582.166852280756,3,SC-18-X-B,2016
25.73954498437501,12,SC-18-X-B,2016
425.00352085155856,15,SC-18-X-B,2016
3.890440515625001,25,SC-18-X-B,2016
45.28819014843743,33,SC-18-X-B,2016
17025.13229642971,3,SC-19-V-A,2016
29.0059656796875,12,SC-19-V-A,2016
1124.5356146094,15,SC-19-V-A,2016
7.169858007812494,25,SC-19-V-A,2016
90.02809397656252,33,SC-19-V-A,2016
15675.841175055253,3,SC-19-V-C,2016
0.176451859375,4,SC-19-V-C,2016
29.819275562499996,12,SC-19-V-C,2016
108.84427359375022,15,SC-19-V-C,2016
46.851746937499996,33,SC-19-V-C,2016
7080.635728626186,3,SC-18-X-D,2016
14.654095789062497,12,SC-18-X-D,2016
99.32646895312496,15,SC-18-X-D,2016
12.711072921875003,33,SC-18-X-D,2016
369.1305649765637,3,SC-18-X-A,2016
3696.958031882604,3,SB-18-Z-C,2016
0.7980170937499999,12,SB-18-Z-C,2016
10.99342116406249,15,SB-18-Z-C,2016
0.7981530078125001,33,SB-18-Z-C,2016
721.9838516250032,3,SB-18-Z-A,2016
0.5328116640625,12,SB-18-Z-A,2016
5477.135477843463,3,SA-19-V-D,2016
0.9830670078125001,12,SA-19-V-D,2016
162.37325577343756,33,SA-19-V-D,2016
7558.6021181010465,3,SA-19-Y-B,2016
4.55359925,12,SA-19-Y-B,2016
0.35713104687499997,15,SA-19-Y-B,2016
144.4733182968746,33,SA-19-Y-B,2016
9482.948520906284,3,SA-19-Y-D,2016
0.0892716875,4,SA-19-Y-D,2016
78.16052117187502,12,SA-19-Y-D,2016
19.719804625,15,SA-19-Y-D,2016
326.47136566406147,33,SA-19-Y-D,2016
18001.71260401866,3,SA-19-Z-A,2016
42.23277948437495,12,SA-19-Z-A,2016
18.0366794609375,15,SA-19-Z-A,2016
1.7857811640624996,25,SA-19-Z-A,2016
