tile,year,label,area
224066,2023,3,1975969.290149533
224066,2023,4,70880.65414117226
224066,2023,12,102832.00193236045
224066,2023,15,2159507.4997428535
224066,2023,18,121363.25130337026
224066,2023,25,86365.9251110934
224066,2023,33,9234.26573097012
224067,2023,3,1676087.141080333
224067,2023,4,226945.68106552854
224067,2023,12,496133.27772769757
224067,2023,15,1861031.3027648267
224067,2023,18,275900.0098088991
224067,2023,25,26106.481743151657
224067,2023,33,27860.796162404826
224068,2023,3,1286356.3676493398
224068,2023,4,516357.2254031016
224068,2023,12,874365.4462370465
224068,2023,15,1138440.3576370224
224068,2023,18,699668.0382127671
224068,2023,25,26530.62555763503
224068,2023,33,27988.423064141138
224069,2023,3,1109593.9988126312
224069,2023,4,851319.621544562
224069,2023,12,686652.8352094112
224069,2023,15,939993.245344688
224069,2023,18,913034.7273948116
224069,2023,25,25255.704808977724
224069,2023,33,21248.900920373464
224070,2023,3,433558.2527328151
224070,2023,4,1400092.3025374573
224070,2023,12,562688.6543170839
224070,2023,15,1590345.9906750196
224070,2023,18,452594.27438360825
224070,2023,25,66165.33509033175
224070,2023,33,15889.84231912878
224071,2023,3,353306.54048937146
224071,2023,4,1329842.776403355
224071,2023,12,148725.8362752984
224071,2023,15,2198341.721990865
224071,2023,18,397696.0171884792
224071,2023,25,50916.468429135515
224071,2023,33,14234.285272470934
224072,2023,3,423428.6841207305
224072,2023,4,999095.4518087886
224072,2023,12,271470.77549619845
224072,2023,15,1872590.8435350717
224072,2023,18,831350.0921380627
224072,2023,25,59669.720569804165
224072,2023,33,4376.2146091132745
224073,2023,3,435910.11609567626
224073,2023,4,511001.1686272625
224073,2023,12,271133.2410889935
224073,2023,15,2479137.230007036
224073,2023,18,701339.432227591
224073,2023,25,20198.89488565806
224073,2023,33,10281.691275744679
225067,2023,3,3330796.8700063527
225067,2023,4,117707.9683359876
225067,2023,12,24136.696383649258
225067,2023,15,832253.3041897694
225067,2023,18,236400.0703128886
225067,2023,25,12338.298812414383
225067,2023,33,35828.931693137376
225069,2023,3,2436606.4809370334
225069,2023,4,558676.6505698471
225069,2023,12,72717.4206158708
225069,2023,15,762746.1963779764
225069,2023,18,667361.6514493102
225069,2023,25,14789.688804903792
225069,2023,33,33634.9415166846
225070,2023,3,441491.4973975329
225070,2023,4,1521770.1490792127
225070,2023,12,115412.01070479713
225070,2023,15,1363423.198821625
225070,2023,18,948110.1252961904
225070,2023,25,123524.57261294885
225070,2023,33,8268.8927973666
225071,2023,3,421894.7869532119
225071,2023,4,1052924.7755221247
225071,2023,12,139796.83700483205
225071,2023,15,1717240.2852703708
225071,2023,18,1082523.486937585
225071,2023,25,66923.5588604798
225071,2023,33,11718.763397485798
225072,2023,3,484449.8920011709
225072,2023,4,883960.4540802168
225072,2023,12,406253.4639041853
225072,2023,15,1926429.1151785923
225072,2023,18,668679.1998040697
225072,2023,25,71351.81654107812
225072,2023,33,20187.036674380463
225073,2023,3,583875.4800391055
225073,2023,4,519409.91764955304
225073,2023,12,743171.5547269019
225073,2023,15,2324892.20079893
225073,2023,18,217248.2902156929
225073,2023,25,19973.520564603492
225073,2023,33,19801.088433011006
226068,2023,3,2721682.431126713
226068,2023,4,8024.197243457179
226068,2023,12,23457.094057117578
226068,2023,15,753651.8704173672
226068,2023,18,1009591.3487338537
226068,2023,25,15860.965633555803
226068,2023,33,37425.791310995504
226069,2023,3,1841389.5728754702
226069,2023,4,377909.5797635933
226069,2023,12,19249.026264979733
226069,2023,15,426549.56729078945
226069,2023,18,1844144.4098306238
226069,2023,25,26859.866612327038
226069,2023,33,10982.671790564564
226070,2023,3,823356.120522751
226070,2023,4,1448545.978058514
226070,2023,12,105088.09719916011
226070,2023,15,1001539.7045646919
226070,2023,18,1022789.418376487
226070,2023,25,79556.24462756608
226070,2023,33,40442.97336034768
226071,2023,3,680914.8412139531
226071,2023,4,1307048.7978000506
226071,2023,12,628751.5291025754
226071,2023,15,1234207.7891642326
226071,2023,18,469503.20107997296
226071,2023,25,109617.93134402718
226071,2023,33,63001.80532540809
226072,2023,3,743328.6181089868
226072,2023,4,1057684.0321679446
226072,2023,12,1911579.3455088567
226072,2023,15,626043.5818500528
226072,2023,18,9514.500985099608
226072,2023,25,3532.266131115663
226072,2023,33,110809.19784748304
227068,2023,3,2252282.261675002
227068,2023,4,14204.64018003597
227068,2023,12,38292.59201157709
227068,2023,15,744924.8721450304
227068,2023,18,1460153.8149072404
227068,2023,25,14726.147550364518
227068,2023,33,44450.85479098205
227069,2023,3,1962307.460299999
227069,2023,4,150962.92942104503
227069,2023,12,12990.425285327587
227069,2023,15,298927.6584645136
227069,2023,18,2091423.1504250711
227069,2023,25,19758.855927400993
227069,2023,33,10704.649495585878
227070,2023,3,1198544.4659826513
227070,2023,4,750707.3694297489
227070,2023,12,76652.9683239006
227070,2023,15,1307490.8383360722
227070,2023,18,1134299.441547266
227070,2023,25,44775.42380237777
227070,2023,33,9444.528736716806
227071,2023,3,828345.2799367828
227071,2023,4,1010537.7028790225
227071,2023,12,848702.1859543398
227071,2023,15,1626548.1677775115
227071,2023,18,77891.61943183286
227071,2023,25,46807.12857664246
227071,2023,33,54196.29232493657
227072,2023,0,16.073207873535154
227072,2023,3,488364.5944208042
227072,2023,4,501625.38914965244
227072,2023,12,1939966.6120088308
227072,2023,15,113368.95680372881
227072,2023,18,452.00502808227407
227072,2023,25,244.18813265488632
227072,2023,33,352125.03363878257
227073,2023,0,7.7939583984375
227073,2023,3,340853.11013388546
227073,2023,4,171441.3584568523
227073,2023,12,1126019.2339988921
227073,2023,15,87804.8982771012
227073,2023,18,3.963645416259766
227073,2023,25,3805.7256388988203
227073,2023,33,219185.19472128
228068,2023,3,2728842.4478732455
228068,2023,4,79134.38961826131
228068,2023,12,16642.496324813303
228068,2023,15,1352109.7109643833
228068,2023,18,359025.9616840987
228068,2023,25,10189.415649272849
228068,2023,33,23766.50684787812
228069,2023,3,1772929.7960367117
228069,2023,4,974386.6880455002
228069,2023,12,144844.24997978986
228069,2023,15,373243.51946965215
228069,2023,18,1244289.3269884505
228069,2023,25,29794.318428815022
228069,2023,33,7620.870951390687
228070,2023,3,682161.7971436098
228070,2023,4,988821.8117645062
228070,2023,12,773256.8405958514
228070,2023,15,1091907.902866207
228070,2023,18,917870.4802572522
228070,2023,25,61609.1553032602
228070,2023,33,5711.89052666816
228071,2023,0,13.393545556640621
228071,2023,3,431560.1707097638
228071,2023,4,396879.46870289574
228071,2023,12,326834.52184822556
228071,2023,15,2259109.906123755
228071,2023,18,70075.0413708741
228071,2023,25,90403.68789445606
228071,2023,33,15256.62871727911
228072,2023,0,10.956893310546876
228072,2023,3,26384.36065400507
228072,2023,4,37199.615791005504
228072,2023,12,231497.50269428056
228072,2023,15,29408.835988545645
228072,2023,18,101.60747559204088
228072,2023,33,14082.054046778487
229068,2023,3,3440170.0686722556
229068,2023,4,388294.4162970719
229068,2023,12,5765.027907379109
229068,2023,15,698711.7638321219
229068,2023,18,18229.30901887682
229068,2023,25,10517.378064940596
229068,2023,33,7980.020630318116
229069,2023,0,2.6060341369628905
229069,2023,3,2083052.4649591509
229069,2023,4,1170307.0951161906
229069,2023,12,47994.01241517042
229069,2023,15,569609.9700462167
229069,2023,18,576841.9767055018
229069,2023,25,38115.710918997014
229069,2023,33,8161.1389841072505
229070,2023,0,29.836040222167963
229070,2023,3,1081662.0334148353
229070,2023,4,524501.706234658
229070,2023,12,204892.81821863446
229070,2023,15,1053763.7078297525
229070,2023,18,333504.7160378769
229070,2023,25,86409.99983255145
229070,2023,33,5992.451382069124
230068,2023,3,2726565.218942175
230068,2023,4,126095.79780452538
230068,2023,12,13209.600439331252
230068,2023,15,1645753.7001584836
230068,2023,18,29757.565664034362
230068,2023,25,14485.710117686305
230068,2023,33,13193.432598535404
230069,2023,0,6.868506951904298
230069,2023,3,1592333.796135691
230069,2023,4,119233.40207110877
230069,2023,12,355077.83939859964
230069,2023,15,1294943.007421289
230069,2023,18,227575.98838190368
230069,2023,25,5270.673929863216
230069,2023,33,16376.682429020173
